"id","memberID","last_name","first_name","groupID","selection_class","agenttype1","agenttype2","gender","other_name","img","birthday","authority_organization","birth_location","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","field5","field6","field7","field8","field9","field10","death_day","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21"
629,"WaA1841","Wattenwyl","Anna, von",,"2",1,3,"f","","",1841-01-01 00:00:00,0,"Bern",1927-01-01 00:00:00,"na","Kandern*","","Pioneer of the Heilsarmee [The Salvation","2","na",,,,,,,,,,,,,,,,,
630,"WaBxxxx","Wattenwyl","Bernhard, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund","1","",,,,,,,,,,,,,,,,,
631,"WaFE1750§","Wattenwyl","Françoise Elisabeth, von",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"",1794-01-01 00:00:00,"na","na","","Äbtissin Chateau-Chalon, Tante von Charl","2","na",,,,,,,,,,,,,,,,,
632,"WaFxxxx","Wattenwyl","Friedrich, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Hauptmann","1","",,,,,,,,,,,,,,,,,
633,"WaJxxxx","Wattenwyl","Johann, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Bruder von Angelika","1","",,,,,,,,,,,,,,,,,
634,"WaMA1750§","Wattenwyl","Maria Angelika, von",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","Äbtissin Chateau-Chalon","2","na",,,,,,,,,,,,,,,,,
635,"WaNRxxxx","Wattenwyl","Niklaus Rudolf, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","gemässigter Aristokrat","1","",,,,,,,,,,,,,,,,,
636,"WaNR1760","Wattenwyl","Nikolaus Rudolf",,"2",1,3,"m","","",1760-01-01 00:00:00,0,"",1832-01-01 00:00:00,"Aarburg, Switzerland","Bern, Switzerlan","","Magistrated of the city and Republic Ber","4","67235444",,,,,,,,,,,,,,,,,
637,"WaKF1645","Wattenwyl, von","Katharina Franziska",,"4",1,4,"f","Catherine","",1645-01-01 00:00:00,0,"",1714-01-01 00:00:00,"na","na","","Agentin in Französischen Diensten","2","na",,,,,,,,,,,,,,,,,
638,"WaSA1793","Wattenwyl-Frisching","Sophie Alette, von",,"2",1,3,"f","born Frisching, Alette Sophie Rosine","",1793-01-01 00:00:00,0,"",1854-01-01 00:00:00,"na","na","","She married Friedrich von Wattenwyl von ","2","na",,,,,,,,,,,,,,,,,
639,"WeG0000","Weber","Georg",,"1",1,6,"m","","",0000-00-00 00:00:00,0,"Pfäffikon (ZH)",0000-00-00 00:00:00,"","","","unbekannt","1","",,,,,,,,,,,,,,,,,
640,"WeHJ1788","Weber","Hans Jakob",,"1",1,2,"m","","",1788-01-01 00:00:00,0,"Pfäffikon (ZH)/Zürich",1839-01-01 00:00:00,"","","","Besitzt Weberei, arm","1","",,,,,,,,,,,,,,,,,
641,"WeJ1846","Weber","Johannes",,"2",1,2,"m","","",1846-01-01 00:00:00,0,"",1912-01-01 00:00:00,"Castagnola, (today) Lugano, Switzerland","Frastanz, Voralberg","","Coronel [General].","4","267065001",,,,,,,,,,,,,,,,,
642,"WeH1871","Wegscheider","Hildegrad",,"3",1,5,"f","","",1871-01-01 00:00:00,0,"",1953-01-01 00:00:00,"Berlin, Germany","Berlin, Germany","","She was a German teacher and school refo","2","na",,,,,,,,,,,,,,,,,
643,"Wexxx1","Wehrli","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Seidenfabrikant in Zürich","1","",,,,,,,,,,,,,,,,,
644,"WeBxxxx","Weinmann","Barbara  ",,"3",1,5,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Barbara Weinmann in Eine andere Bürgerge","1","",,,,,,,,,,,,,,,,,
645,"WeH1789","Weiss","Heinrich",,"1",1,1,"m",,"75453600_1429949778.jpg",1789-01-01 00:00:00,0,"Fehraltorf (ZH)",1848-01-01 00:00:00,,,,"Regierungsrat, Professor,Sohn eines Lehr",,"na",,,,,,,,,,,,,,,,,
646,"WeHxxx1","Weiss","Heinrich",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Pfarrer in Dielsdorf, Notar 1822","1","",,,,,,,,,,,,,,,,,
647,"WeHxxx2","Weiss","Heinrich",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Lehrer in Knonau oder von Knonau 1800","1","",,,,,,,,,,,,,,,,,
648,"WeHxxx3","Weiss","Heinrich",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Rumikon",0000-00-00 00:00:00,"","","","Friedensrichter 1822","1","",,,,,,,,,,,,,,,,,
649,"WeHxxx4","Weiss","Heinrich",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Zürich",0000-00-00 00:00:00,"","","","Oberleutnant 1822","1","",,,,,,,,,,,,,,,,,
650,"WeHxxx5","Weiss","Heinrich",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Zürich",0000-00-00 00:00:00,"","","","Artillerie 1822","1","",,,,,,,,,,,,,,,,,
651,"WeHxxx6","Weiss","Heinrich",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Oberst 26.1.1877, schwiegersohn von Edua","1","",,,,,,,,,,,,,,,,,
652,"WeJH1805","Weiss","Johann Heinrich",,"2",1,2,"m","","",1805-01-01 00:00:00,0,"",1877-01-01 00:00:00,"","","","Pfarrer zu Wallisellen. author of ""Die K","1","",,,,,,,,,,,,,,,,,
653,"WeWxxxx","Weitling","Wilhelm",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Magdeburg",0000-00-00 00:00:00,"","","","Ausländischer Sozialist in Lausanne","1","",,,,,,,,,,,,,,,,,
654,"WeEsL1858","Welti-Escher","Lydia",,"4",1,4,"f","","",1858-01-01 00:00:00,0,"",1891-01-01 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
655,"WeHR1756","Werdmüller","Hans Rudolf",,"1",1,2,"m","","",1756-01-01 00:00:00,0,"",1825-01-01 00:00:00,"","","","Stadträsident, Kaufmann im alten Seidenh","1","",,,,,,,,,,,,,,,,,
656,"Wexxx2","Werdt",", von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Hauptmann","1","",,,,,,,,,,,,,,,,,
657,"WeFKG1831","Werdt","Friedrich Karl Georg, von",,"2",1,2,"m","","",1831-01-01 00:00:00,0,"",1893-01-01 00:00:00,"Toffen, Switzerland","Bern, Switzerlan","","","4","D4772",,,,,,,,,,,,,,,,,
658,"WeE1783","Wespi","Anna Elisabeth ",,"2",1,3,"f","","",1783-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","Fällanden, Zürich, Switzerland","","She was married to Jakob Wespi.","2","na",,,,,,,,,,,,,,,,,
659,"WeExxxx","Wessendorf","Ernst",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Ernst Wessendorf writes 1962 his dissert","1","",,,,,,,,,,,,,,,,,
660,"WeJRxxxx","Wet(z)stein","Johann Rudolph",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Kempraten",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","1","",,,,,,,,,,,,,,,,,
661,"WeE1235*","Wetzikon","Elisabeth, von",,"2",1,5,"f","","",0000-00-00 00:00:00,0,"",1295-01-01 00:00:00,"","","","Princess Abbess of the Imperial Abbey of","1","",,,,,,,,,,,,,,,,,
662,"Wi900§","Wiborada","",,"2",1,3,"f","also Guiborat or Weibrath","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"Abbey of Saint Gall, St. Gallen, Switzer","Aargau, Switzerland","","Saint Wiborada of St. Gall was a member ","2","na",,,,,,,,,,,,,,,,,
663,"WiJ1791","Wieland","Johannes",,"2",1,2,"m","","",1791-01-01 00:00:00,0,"",1832-01-01 00:00:00,"Basel, Switzerland","Basel, Switzerland","","","4","15147157",,,,,,,,,,,,,,,,,
664,"WiF1777","Wilken","Friedrich",,"2",1,3,"m","","",1777-01-01 00:00:00,0,"",1840-01-01 00:00:00,"","","","Professor Historik","1","",,,,,,,,,,,,,,,,,
665,"Wixxx1","Willin","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
666,"WiKMxxxx","Wirth","Kaspar Melchior",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Pfarrer, Gegenvorschlag des Kirchenrats ","1","",,,,,,,,,,,,,,,,,
667,"Wirzxxxx","Wirz","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"zuletzt Mönchaltorf",0000-00-00 00:00:00,"","","","Pfarrer, Lehrer von Heinrich Escher","1","",,,,,,,,,,,,,,,,,
668,"Wixxx2","Wiswald","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
669,"WoFME1812","Wolfhagen","Friederike Marie Ernstine",,"3",1,5,"f","Marie Norden","",1812-01-01 00:00:00,0,"",1878-01-01 00:00:00,"na","na","","actually Friederike Marie Ernstine Wolfh","2","na",,,,,,,,,,,,,,,,,
671,"WoM1759","Wollstonecraft","Mary",,"3",1,5,"f","","",1759-01-01 00:00:00,0,"",1797-01-01 00:00:00,"London, United Kingdom","Spitalfields, United Kingdom","","according Vahsen (Vahsen, 2000)blaims th","4","51697482",,,,,,,,,,,,,,,,,
672,"WueJ1787","Würgler","Johannes",,"1",1,2,"m","","",1787-01-01 00:00:00,0,"Hottingen, von Uster",0000-00-00 00:00:00,"","","","unbekannt","1","",,,,,,,,,,,,,,,,,
673,"WyD1763","Wyss","David, von",,"1",1,3,"m","","",1763-01-01 00:00:00,0,"Zürich/Erlenbach",1839-01-01 00:00:00,"Erlenbach, Zürich, Switzerland","Zürich, Switzerland","","Bürgermeister","4","13104570",,,,,,,,,,,,,,,,,
674,"WyG1816","Wyss","Georg, von",,"3",1,5,"m","","",1816-01-01 00:00:00,0,"Geschichte der Historiographie in der Sc",1893-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
675,"Wyxxxx","Wyttenbach","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Hauptmann","1","",,,,,,,,,,,,,,,,,
676,"ZeHU1798","Zehnder","Johann Ulrich",,"1",1,1,"m","","",1798-01-01 00:00:00,0,"Hans Ulrich",1877-01-01 00:00:00,"Zürich, Switzerland","Oberengstringen","","Bürgermeister","4","116969024 ",,,,,,,,,,,,,,,,,
677,"ZeStJ1806","Zehnder-Stadlin","Josephin",,"2",1,2,"f","","",1806-01-01 00:00:00,0,"",1875-01-01 00:00:00,"na","na","","Pädagogin, Nichte von Elise Ruepp, Freun","2","na",,,,,,,,,,,,,,,,,
678,"Ze xxxx","Zerrer","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Seidenfabrikant in Hausen","1","",,,,,,,,,,,,,,,,,
679,"ZeC1857","Zetkin","Clara Josephine ",,"2",1,3,"f","born Eißner","",1857-01-01 00:00:00,0,"",1933-01-01 00:00:00,"Arkhangelskoye, near Moscow","Königshain-Wiederau, Saxony","","Clara Zetkin was a German Marxist theori","4","46861505",,,,,,,,,,,,,,,,,
680,"Zexxxx","Zeuner","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
681,"ZiPCE1800","Ziegler","Paul Carl Eduard",,"1",1,2,"m","","",1800-01-01 00:00:00,0,"",1882-01-01 00:00:00,"","","","Berufsoffizier in Holland, Oberst, Kaufm","1","",,,,,,,,,,,,,,,,,
682,"ZiOxxxx","Zimmer","Oliver",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","A Contested Nation: History, Memory and ","1","",,,,,,,,,,,,,,,,,
683,"ZiD1792","Zimmerli","D.",,"2",1,3,"m","","",1792-01-01 00:00:00,0,"",1875-01-01 00:00:00,"Aarau, Switzerland","Aarau, Switzerland","","","4","D24460",,,,,,,,,,,,,,,,,
684,"ZiBaeP1829","Zimmerli-Bäuerlin","Pauline",,"2",1,3,"f","","",1829-01-01 00:00:00,0,"",1914-01-01 00:00:00,"na","na","","Swiss enterpreneur in the textil industr","2","na",,,,,,,,,,,,,,,,,
685,"ZiJCxxxx","Zimmermann","J. C.",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sekundarschulpfleger","1","",,,,,,,,,,,,,,,,,
686,"ZiJH0000","Zimmermann","Johann H.",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","1","",,,,,,,,,,,,,,,,,
687,"ZiJG1728","Zimmermann, Ritter von","Johann Georg",,"2",1,2,"m","","",1728-01-01 00:00:00,0,"Bussenhausen, Brugg/Hannover",1795-01-01 00:00:00,"","","","Gichteler (Neugläubiger) ?","1","",,,,,,,,,,,,,,,,,
688,"ZiK1478","Zimmern","Katharina, von",,"2",1,3,"f","","",1478-01-01 00:00:00,0,"",1547-01-01 00:00:00,"na","na","","Last Princess Abbess of the Imperial Abb","2","na",,,,,,,,,,,,,,,,,
689,"ZiK1801","Zitz","Kathinka",,"3",1,5,"f","born Halein, full name Kathinka Therese ","",1801-01-01 00:00:00,0,"",1877-01-01 00:00:00,"na","Mainz, Germany","","Kathinka Zitz was a German writer. On Ju","4","232872775",,,,,,,,,,,,,,,,,
690,"ZsH1771","Zschokke","Heinrich",,"3",1,5,"m","","",1771-01-01 00:00:00,0,"",1848-01-01 00:00:00,"","","","neben Troxler der führende Schweizer Pub","1","",,,,,,,,,,,,,,,,,
691,"WeK1894","Wendel","Klara",,"5",1,2,"f","","",1894-01-01 00:00:00,0,"",1884-01-01 00:00:00,"","","","Mentioned in letter between Blumer and E","1","",,,,,,,,,,,,,,,,,
692,"SiJ1787","Sichler","Josephine",,"5",1,2,"f","","",1787-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","Rottweil, Würtemberg","","Participated in the Russian capaign 1812","1","",,,,,,,,,,,,,,,,,
693,"LeG xxxx","Lennox","Georgiana",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Particpated in Napoleons invasion of Bel","1","",,,,,,,,,,,,,,,,,
694,"JoJxxxx","Jones","Jenny  ",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Another women at Waterloo was 26-year-ol","1","",,,,,,,,,,,,,,,,,
695,"AgExxxx","Aggelin","Elske, van",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","a sutleress with the Dutch army, ¨[in Wa","1","",,,,,,,,,,,,,,,,,
696,"MoBxxxx","Moon","Barbara",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","One of the last surviving witnesses of W","1","",,,,,,,,,,,,,,,,,
697,"DeMxxxx","Deacon","Martha",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Ensign Thomas Deacon of the 73rd Foot wa","1","",,,,,,,,,,,,,,,,,
698,"LaMxxxx","Lancey","Madgalene, de",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","had married Colonel Sir William Howe de ","1","",,,,,,,,,,,,,,,,,
699,"McMxxxx","McMullen","",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Wife of Peter McMullen, mother of Freder","1","",,,,,,,,,,,,,,,,,
700,"WaCAxxxx","Waldie","Charlotte Ann",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","an English resident of Brussels, describ","1","",,,,,,,,,,,,,,,,,
701,"TdBMxxxx","Tête-du-bois","Marie",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Marie Tête-du-bois, the cantinière of th","1","",,,,,,,,,,,,,,,,,
702,"JoT1787§","Jourdan","Therese",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Participated together with Josephine Sic","1","",,,,,,,,,,,,,,,,,
703,"ZuBF1720","Zurlauben","Beat Fidel",,"4",1,4,"m","","",1720-01-01 00:00:00,0,"",1799-01-01 00:00:00,"","","","Militärhistoriker","1","",,,,,,,,,,,,,,,,,
762,"GeScA1757","Gessner-Schweizer","Anna",,"5",1,2,"f","","",1757-01-01 00:00:00,0,"",1836-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
1059,"ReJM1718","Regli","Joseph Maria",,"5",1,2,"m","","",1718-01-01 00:00:00,0,"",1870-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
1060,"HiToME","Hirzel-Tobler","Maria Elisa",,"5",1,2,"f","Elise","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
1061,"WeAM1827","Welti ","(Anna) Marie",,"5",1,2,"f","","",1827-01-01 00:00:00,0,"",1847-01-01 00:00:00,"Paris","","","","1","",,,,,,,,,,,,,,,,,
1062,"DeA1821","Delaporte","August","3","5",1,2,"m",,"",1821-00-00 00:00:00,,,1899-00-00 00:00:00,,,,," self-evaluation",,,,,,,,,,,,,,,,,,
1063,"LeT1782","Legler","Thomas ",,"5",1,2,"m","","",1782-01-01 00:00:00,0,"",1835-01-01 00:00:00,"Axel, Netherlands","Dornhaus, Switzerland","","Participated in the Russian Campaign and","4"," 64947569",,,,,,,,,,,,,,,,,
1064,"BlFJ0000","Blattman","Franz Josef",,"5",1,2,"m","","",0000-00-00 00:00:00,0,"",1812-01-01 00:00:00,"Polotz, Russia","","","Died in the russian campaign, motivated ","2","na",,,,,,,,,,,,,,,,,
1065,"NeM1625","Nemours","Marie, de",,"5",1,3,"f","","",1625-01-01 00:00:00,0,"",1707-01-01 00:00:00,"Paris, France","Paris, France","","Tochter des Henri II. d' Orléans-Longuev","4","2523179 ",,,,,,,,,,,,,,,,,
1066,"BeLA1753","Berthier ","Louis-Alexandre",,"5",1,2,"m","","",1753-01-01 00:00:00,0,"",1815-01-01 00:00:00,"Bamberg, Germany","Versailles, France","","Ab 1796 Gefolgsmann Napoleons. 1799-1807","4","19775561",,,,,,,,,,,,,,,,,
1067,"FrWi1770","Friedrich Wilhelm III.","",,"5",1,2,"m","","",1770-01-01 00:00:00,0,"",1840-01-01 00:00:00,"Berlin, Prussia","Potsdam, Prussia","","Frederick William III was king of Prussi","4","50016770",,,,,,,,,,,,,,,,,
1068,"FrWi1795","Friedrich Wilhelm IV. ","",,"5",1,2,"m","","",1795-01-01 00:00:00,0,"",1861-01-01 00:00:00,"Potsdam, Germany","Kronprinzenpalais, Berlin, Germany","","Frederick William IV, the eldest son and","4","89611541",,,,,,,,,,,,,,,,,
1069,"PoF1779","Pourtalès","Frédéric, de",,"5",1,2,"m","","",1779-01-01 00:00:00,0,"",1861-01-01 00:00:00,"Clarens, Switzerland","Neuchâtel, Switzerland","","Leader in the royalis uprising in Neuchâ","4","37662762",,,,,,,,,,,,,,,,,
1070,"AmHF1821","Amiel","Henri-Frédéric",,"5",1,2,"m","","",1821-01-01 00:00:00,0,"",1881-01-01 00:00:00,"Geneva, Switzerland","Geneva, Switzerland","","Der Genfer Dichter Henri-Frédéric Amiel ","4","39372874",,,,,,,,,,,,,,,,,
1072,"SpViI","Sprenger-Viol","Inge",,,,," f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,"KaIs","Kaiser","Isabella",,,,," f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,"thirzel","Hirzel","Tabea",,,,," f",,,1977-07-09 00:00:00,,"Solingen, Germany",,,"Zurich, Switzerland; Tomelloso, Spain","Bernhard Hirzel; Alfred Escher; ",,,,,,,,,,,,,,,,,,,,
1075,"KuTK","Kuhn","Thomas K.",,,,,"m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,"PaM","Paur","M.",,,,,"m","Oberst Paur M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,"KrMi1843","Krausnick","Michail","4","8",1,5,"m",,,1943-11-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,"HeG1817","Herwegh","Georg","3","8",1,2,"m","Die Eiserne Lerche","28748500_1430755258.jpg",1817-05-23 00:00:00,1,"Stuttgart, Germany",1875-04-07 00:00:00,"Lichtental, Argau, Switzerland","Paris; Zürich; ","Emma Herwegh-Siegmund","His Gedichte eines Lebendigen (""Poems of a living man""[1]) were published in Zurich between 1841–43 and immediately banned in Prussia. The lyrics combined revolutionary sentiment with a popular style and soon placed him at the forefront of the Vormärz revolutionary movement.[5] The fervent effusions of his poems became immensely popular, so that when, after a short trip to Paris, Herwegh journeyed through Germany in 1842, he was greeted with enthusiasm everywhere. (Wikipedia)"," authority code","56698500",,,,,,,,,,,,,,,,,
1079,"WiJ1773","Wichelhausen","Johann","3","6",1,2,"m",,,1773-09-21 00:00:00,,"Bremen, Germany",1838-12-29 00:00:00,"Bremen, Germany","Hirzel","Meta Heusser-Schweizer; Elisabeth Wichel",," peer-review",,,,,,,,,,,,,,,,,,
1080,"HeJJ1783","Heusser","Johann Jakob","3","6",1,2,"m",,,1783-00-00 00:00:00,,,1859-00-00 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
1081,"ScD","Schweizer","Diethelm","3","6",1,2,"m",,,1751-00-00 00:00:00,,,1824-00-00 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
1082,"HA0000","H.","Anna","3","8",1,2," f",,,0000-00-00 00:00:00,,,0000-00-00 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
1083,"BiO1815","Bismarck, von","Otto","3","8",1,2,"m",,,1815-00-00 00:00:00,,,1898-00-00 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
1084,"WeF1864","Wedekind","Frank","3","8",1,2,"m",,,1864-00-00 00:00:00,,,1918-00-00 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
1085,"BeJP1809","Becker","Johann Philipp","3","8",1,2,"m",,,1809-00-00 00:00:00,,,1886-00-00 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
1086,"HeFFK1811","Hecker","Friedrich F. K.","3","8",1,2,"m",,,1811-00-00 00:00:00,,,1881-00-00 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
1088,"StG1805","Struve","Gustav","3","5",1,2,"m",,,1805-10-11 00:00:00,1,"Vienna, Austria",1870-08-21 00:00:00,"Vienna, Austria","Germany","Emma Herwegh-Siegmund",," authority code","27867764 ",,,,,,,,,,,,,,,,,
1089,"Mue1763","Müller","Thaddäus","3","8",1,2,"m",,,1763-10-02 00:00:00,10,"Weggis, Luzern, Switzerland",1826-04-10 00:00:00,"Luzern","Luzern, Switzerland","Katharina Morel","Thaddäus Müller (2.10.1763-10.4.1826). Stadtpfarrer, Chorherr, Sohn eines Schiffbauers in Weggis, Stiftschule in Luzern, Gymnasium Luzern, 1796 Wahl zum Stadtpfarrer. Bischöflicher Kommissar. Eigentlicher Schöpfer der obligatorischen Volksschulen des Kantons Luzern. (Albisser. Ursulinen in Luzern, p.143, note 1 in: Muff, Silvia (1998). Das Leben der Katharina Morel, footnote p. 47.)"," authority code","119054108",,,,,,,,,,,,,,,,,
1090,"BuJM1764","Businger","Josef Maria","3","8",1,2,"m",,,0000-00-00 00:00:00,1,,0000-00-00 00:00:00,,,,"Kaplan in Stans 1788. 1798 wurde er als eifriger Anhänger der neuen Ideen von der helvetischen Regierung zum Archivar des helvetischen Staatsarchivs in Aarau und nach dem Überfall auf Verlangen des Direktoriums zum Pfarrer von Stans ernannt. Hatte aber Widerstände im Volk und Klerus durch sein polit. Wirken. 1803 musste er resignieren und zog sich nach Luzern zurück, wo ihm später die Verleihung eines Ehrenkanonikates in Grossgloggau zuteil wurde. Erwerb des „Pfyfferschen Schlössli"" an der Halde. Er hinterliess zahlreiche historische Schriften. (HLS, Bd 3, S. 459/460) in: Muff, Silvia. (1995). Das Leben der Katharina Morel. Footnote 186 p. 54)."," authority code","25372985",,,,,,,,,,,,,,,,,
